"Fotografin","Architekt, Künstler","Bezeichnung Gebäude/Ort","Ortsangabe, Straßenangabe","Systematik","Besitz","Dateiname","Anzahl Kontaktabzüge je Karteikarte","Datum der Inventarisierung","Creditline","Motiv Inhalt","Entstehungsjahr","original_filename","flickr_id","url_t","url_s","url_sq","url_m","url_o","pathalias","title","Breitengrad","Längengrad","Radius "
"Gisela Dutschmann (*1933)","Heinz Mehlan, Urheber/in (Berlin 1926 - 1987 Berlin/DDR)
Roland Korn, Urheber/in (Saalfeld/Saale *1930)
 ","Alexanderplatz, Hoch- und Tiefbauaufnahmen","Berlin, Mitte, Alexanderplatz","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","150255.jpg",6,"02/21/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Hotel Stadt Berlin (Architekt: Kollektiv Roland Korn) in Ausführung
Fundamente
Hochhaus 
Haus der Elektroindustrie (Architekt: Kollektiv Heinz Mehlan) in Ausführung
Stahlbetonskelett
Minolhaus, Altbebauung, Neues Bauen
Turmdrehkräne
Bagger
Baustelle
Erdarbeiten
Baugerüst
Fertigteilbaracken
Bauschuppen
Haus des Lehrers
Draufsicht",1968,"150255.jpg",13561334483,"https://farm8.staticflickr.com/7314/13561334483_d7fb97d2d1_t.jpg","https://farm8.staticflickr.com/7314/13561334483_d7fb97d2d1_m.jpg","https://farm8.staticflickr.com/7314/13561334483_d7fb97d2d1_s.jpg","https://farm8.staticflickr.com/7314/13561334483_d7fb97d2d1.jpg","https://farm8.staticflickr.com/7314/13561334483_a61a3b08ac_o.jpg","okfde",150255,"52.521917","13.413206",50
"Gisela Dutschmann (*1933)","Erich John, Urheber/in
Josef Kaiser, Urheber/in (Cilli/Slowenien 1910 - 1991 Altenberg)
Roland Korn, Urheber/in (Saalfeld/Saale *1930)
 ","Alexanderplatz","Berlin, Mitte, Alexanderplatz","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","150257.jpg",6,"02/21/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Hochhaus
Hotel Stadt Berlin (Architekt: Kollektiv Roland Korn)
Neubau
Berolinahaus und Alexanderhaus (Architekt: Peter Behrens)
Verwaltungsgebäude
Centrum-Warenhaus (Architekt: Kollektiv Josef Kaiser) in Ausführung
Weltzeituhr (Gestalter: Erich John)",1970,"150257.jpg",13561622064,"https://farm3.staticflickr.com/2839/13561622064_78ddd5d384_t.jpg","https://farm3.staticflickr.com/2839/13561622064_78ddd5d384_m.jpg","https://farm3.staticflickr.com/2839/13561622064_78ddd5d384_s.jpg","https://farm3.staticflickr.com/2839/13561622064_78ddd5d384.jpg","https://farm3.staticflickr.com/2839/13561622064_16f1383c3d_o.jpg","okfde",150257,"52.521917","13.413206",50
"Gisela Dutschmann (*1933)","Erich John, Urheber/in
Josef Kaiser, Urheber/in (Cilli/Slowenien 1910 - 1991 Altenberg)
Roland Korn, Urheber/in (Saalfeld/Saale *1930)
 ","Alexanderplatz","Berlin, Mitte, Alexanderplatz","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","150267.jpg",10,"02/21/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Hochhaus
Haus des Reisens in Ausführung und Hotel Stadt Berlin (Architekt: Kollektiv Roland Korn)
Neubau
Baustelle
Gleitkern
Turmdrehkran
Berolinahaus und Alexanderhaus (Architekt: Peter Behrens)
Verwaltungsgebäude
Centrum-Warenhaus (Architekt: Kollektiv Josef Kaiser) in Ausführung
Weltzeituhr (Gestalter: Erich John)",1970,"150267.jpg",13561618244,"https://farm4.staticflickr.com/3727/13561618244_e2e73699e6_t.jpg","https://farm4.staticflickr.com/3727/13561618244_e2e73699e6_m.jpg","https://farm4.staticflickr.com/3727/13561618244_e2e73699e6_s.jpg","https://farm4.staticflickr.com/3727/13561618244_e2e73699e6.jpg","https://farm4.staticflickr.com/3727/13561618244_e65c7fca66_o.jpg","okfde",150267,"52.521917","13.413206",50
"Gisela Dutschmann (*1933)","Heinz Mehlan, Urheber/in (Berlin 1926 - 1987 Berlin/DDR)
Roland Korn, Urheber/in (Saalfeld/Saale *1930)
 ","Alexanderplatz, Hoch- und Tiefbauaufnahmen","Berlin, Mitte, Alexanderplatz","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","150292.jpg",6,"02/22/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Hotel Stadt Berlin (Architekt: Kollektiv Roland Korn) in Ausführung
Hochhaus 
Haus der Elektroindustrie (Architekt: Kollektiv Heinz Mehlan)
Stahlbetonskelett mit Gleitkern
Turmdrehkräne
Ziegelstapel
Baustelle
Erdarbeiten",1968,"150292.jpg",13561255655,"https://farm3.staticflickr.com/2851/13561255655_d974ecf676_t.jpg","https://farm3.staticflickr.com/2851/13561255655_d974ecf676_m.jpg","https://farm3.staticflickr.com/2851/13561255655_d974ecf676_s.jpg","https://farm3.staticflickr.com/2851/13561255655_d974ecf676.jpg","https://farm3.staticflickr.com/2851/13561255655_7cb97c309e_o.jpg","okfde",150292,"52.521917","13.413206",50
"Gisela Dutschmann (*1933)","Unbekannt
 ","Blick in die Alexanderstraße","Berlin, Mitte, Alexanderstraße","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","150399.jpg",1,"02/28/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Neubauten
Plattenbau QP
Wohnhäuser in Staffelung
Straßenlaternen",1965,"150399.jpg",13561318133,"https://farm8.staticflickr.com/7272/13561318133_65988f1b9d_t.jpg","https://farm8.staticflickr.com/7272/13561318133_65988f1b9d_m.jpg","https://farm8.staticflickr.com/7272/13561318133_65988f1b9d_s.jpg","https://farm8.staticflickr.com/7272/13561318133_65988f1b9d.jpg","https://farm8.staticflickr.com/7272/13561318133_31c5cf9d47_o.jpg","okfde",150399,"52.522008","13.416205",50
"Gisela Dutschmann (*1933)","Heinz Mehlan, Urheber/in (Berlin 1926 - 1987 Berlin/DDR)
Roland Korn, Urheber/in (Saalfeld/Saale *1930)
Manfred Hörner, Mitarbeiter/in
 ","Alexanderplatz, Hoch- und Tiefbauaufnahmen","Berlin, Mitte, Alexanderplatz","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","150402.jpg",7,"02/28/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Haus des Reisens in Ausführung und Hotel Stadt Berlin (Architekt: Kollektiv Roland Korn)
Hochhäuser 
Haus der Elektroindustrie (Architekt: Kollektiv Heinz Mehlan)
Haus der Statistik (Architekt: Kollektiv Manfred Hörner)
Stahlbetonskelett 
Turmdrehkräne
Fertigteilbaracke
Baustelle
Erdarbeiten
Bauzaun
Straßenlaternen
PKW VW Käfer
LKW, Omnibus
Leuchtschrift: ""Zielgerichtet werben""
Werbung",1968,"150402.jpg",13561312403,"https://farm8.staticflickr.com/7083/13561312403_73e6f0d369_t.jpg","https://farm8.staticflickr.com/7083/13561312403_73e6f0d369_m.jpg","https://farm8.staticflickr.com/7083/13561312403_73e6f0d369_s.jpg","https://farm8.staticflickr.com/7083/13561312403_73e6f0d369.jpg","https://farm8.staticflickr.com/7083/13561312403_83daf65641_o.jpg","okfde",150402,"52.521917","13.413206",50
"Gisela Dutschmann (*1933)","Roland Korn, Urheber/in (Saalfeld/Saale *1930)
Josef Kaiser, Urheber/in (Cilli/Slowenien 1910 - 1991 Altenberg)
Walter Womacka, Mitarbeiter/in (1925 - 2010 Berlin)
Hermann Henselmann, Urheber/in (Roßla 1905 - 1995 Berlin)
Manfred Hörner, Urheber/in
E","Alexanderplatz","Berlin, Mitte, Alexanderplatz","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","150413.jpg",3,"02/28/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Haus der Statistik (Architekt: Kollektiv Manfred Hörner)
Hotel Stadt Berlin (Architekt: Kollektiv Roland Korn)
Verwaltungsgebäude
Haus des Lehrers (Architekt: Kollektiv Hermann Henselmann)
Wandbild von Walter Womacka
Kunst am Bau
Centrum-Warenhaus (Architekt: Kollektiv Josef Kaiser) 
Warenhaus
Weltzeituhr (Gestalter: Erich John)
Passanten
Straßenlaternen",1970,"150413.jpg",13561308983,"https://farm8.staticflickr.com/7409/13561308983_d5f3721b93_t.jpg","https://farm8.staticflickr.com/7409/13561308983_d5f3721b93_m.jpg","https://farm8.staticflickr.com/7409/13561308983_d5f3721b93_s.jpg","https://farm8.staticflickr.com/7409/13561308983_d5f3721b93.jpg","https://farm8.staticflickr.com/7409/13561308983_8a74d0b22d_o.jpg","okfde",150413,"52.521917","13.413206",50
"Gisela Dutschmann (*1933)","Heinz Mehlan, Urheber/in (Berlin 1926 - 1987 Berlin/DDR)
 ","Alexanderplatz, Hoch- und Tiefbauaufnahmen","Berlin, Mitte, Alexanderplatz","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","150495.jpg",2,"03/01/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Haus der Elektroindustrie (Architekt: Kollektiv Heinz Mehlan) in Ausführung
Baustelle
Erdarbeiten
Baugerüst
Bauwagen
Ziegelstapel",1969,"150495.jpg",13561597464,"https://farm4.staticflickr.com/3790/13561597464_ea8aa012e0_t.jpg","https://farm4.staticflickr.com/3790/13561597464_ea8aa012e0_m.jpg","https://farm4.staticflickr.com/3790/13561597464_ea8aa012e0_s.jpg","https://farm4.staticflickr.com/3790/13561597464_ea8aa012e0.jpg","https://farm4.staticflickr.com/3790/13561597464_fa5da1e548_o.jpg","okfde",150495,"52.521917","13.413206",50
"Gisela Dutschmann (*1933)","Heinz Mehlan, Urheber/in (Berlin 1926 - 1987 Berlin/DDR)
Roland Korn, Urheber/in (Saalfeld/Saale *1930)
Manfred Hörner, Mitarbeiter/in
 ","Alexanderplatz","Berlin, Mitte, Alexanderplatz","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","150502.jpg",8,"03/01/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Haus des Reisens in Ausführung (Architekt: Kollektiv Roland Korn)
Haus der Elektroindustrie (Architekt: Kollektiv Heinz Mehlan)
Läden
Leuchtschriften ""RFT"", ""Phono"" u.a.
Haus der Statistik (Architekt: Kollektiv Manfred Hörner)
Stahlbetonskelett 
Turmdrehkan
Baustelle
Straßenlaternen
PKWs
Eingang zum Fußgängertunnel",1969,"150502.jpg",13561302183,"https://farm8.staticflickr.com/7427/13561302183_0c9e718ccc_t.jpg","https://farm8.staticflickr.com/7427/13561302183_0c9e718ccc_m.jpg","https://farm8.staticflickr.com/7427/13561302183_0c9e718ccc_s.jpg","https://farm8.staticflickr.com/7427/13561302183_0c9e718ccc.jpg","https://farm8.staticflickr.com/7427/13561302183_2cc3023ca8_o.jpg","okfde",150502,"52.521917","13.413206",50
"Gisela Dutschmann (*1933)","Josef Kaiser, Urheber/in (Cilli/Slowenien 1910 - 1991 Altenberg)
Roland Korn, Urheber/in (Saalfeld/Saale *1930)
Heinz Mehlan, Urheber/in (Berlin 1926 - 1987 Berlin/DDR)
Peter Behrens, Urheber/in (Hamburg 1868 - 1940 Berlin)
Manfred Hörner, Urheber/in
","Alexanderplatz","Berlin, Mitte, Alexanderplatz","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","150522.jpg",7,"03/03/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Hochhaus
Haus des Reisens in Ausführung Hotel Stadt Berlin (Architekt: Kollektiv Roland Korn)
Gleitkern
Stahlbetonskelett
Neubau
Haus der Statistik (Architekt: Kollektiv Manfred Hörner) mit Leuchtschrift ""Zielgerichtet werben"" Werbung
Verwaltungsgebäude
Centrum-Warenhaus (Architekt: Kollektiv Josef Kaiser) in Ausführung
S-Bahnhof Alexanderplatz
Turmdrehkräne
Baustelle
Baugerüst
Fertigteilbaracken
Alexanderhaus (Architekt: Peter Behrens)
Parkplatz
PKWs Wolga GAZ, Moskwitsch; Tatra",1969,"150522.jpg",13561588744,"https://farm8.staticflickr.com/7058/13561588744_7f3032712e_t.jpg","https://farm8.staticflickr.com/7058/13561588744_7f3032712e_m.jpg","https://farm8.staticflickr.com/7058/13561588744_7f3032712e_s.jpg","https://farm8.staticflickr.com/7058/13561588744_7f3032712e.jpg","https://farm8.staticflickr.com/7058/13561588744_2e77945f5f_o.jpg","okfde",150522,"52.521917","13.413206",50
"Gisela Dutschmann (*1933)","Roland Korn, Urheber/in (Saalfeld/Saale *1930)
Josef Kaiser, Urheber/in (Cilli/Slowenien 1910 - 1991 Altenberg)
Heinz Mehlan, Urheber/in (Berlin 1926 - 1987 Berlin/DDR)
Manfred Hörner, Urheber/in
Hermann Henselmann, Urheber/in (Roßla 1905 - 1995 Berli","Alexanderplatz","Berlin, Mitte, Alexanderplatz/Karl-Marx-Allee","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","150537.jpg",7,"03/03/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Hochhaus
Haus des Reisens in Ausführung (Architekt: Kollektiv Roland Korn)
Gleitkern
Stahlbetonskelett
Baugerüst
Baustelle
Bauzaun
Turmdrehkran
Verwaltungsgebäude
Haus der Statistik (Architekt: Kollektiv Manfred Hörner)
Haus der Elektroindustrie (Architekt: Kollektiv Heinz Mehlan)
Haus des Lehrers (Architekt: Kollektiv Hermann Henselmann)
Wandbild von Walter Womacka
Kunst am Bau
Parkplatz
Passanten
Straßenlaternen",1970,"150537.jpg",13561292783,"https://farm8.staticflickr.com/7106/13561292783_7c2cdd5467_t.jpg","https://farm8.staticflickr.com/7106/13561292783_7c2cdd5467_m.jpg","https://farm8.staticflickr.com/7106/13561292783_7c2cdd5467_s.jpg","https://farm8.staticflickr.com/7106/13561292783_7c2cdd5467.jpg","https://farm8.staticflickr.com/7106/13561292783_85a68d718b_o.jpg","okfde",150537,"52.521917","13.413206",50
"Gisela Dutschmann (*1933)","Josef Kaiser, Urheber/in (Cilli/Slowenien 1910 - 1991 Altenberg)
Manfred Hörner, Urheber/in
Hermann Henselmann, Urheber/in (Roßla 1905 - 1995 Berlin)
Fritz Dieter, Urheber/in (Burg 1931 - 2002)
Peter Behrens, Urheber/in (Hamburg 1868 - 1940 Berlin)
H","Alexanderplatz","Berlin, Mitte, Alexanderplatz","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","150560.jpg",4,"03/03/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Haus der Statistik (Architekt: Kollektiv Manfred Hörner)
Verwaltungsgebäude
Gaststätte
Cafe, Leuchtschrift ""Mokka Eck""
Straßenlaterne
Tische
Sitzecke
Passanten",1970,"150560.jpg",13561287953,"https://farm4.staticflickr.com/3786/13561287953_1954f80d55_t.jpg","https://farm4.staticflickr.com/3786/13561287953_1954f80d55_m.jpg","https://farm4.staticflickr.com/3786/13561287953_1954f80d55_s.jpg","https://farm4.staticflickr.com/3786/13561287953_1954f80d55.jpg","https://farm4.staticflickr.com/3786/13561287953_d05a3ece7e_o.jpg","okfde",150560,"52.521917","13.413206",50
"Gisela Dutschmann (*1933)","Josef Kaiser, Urheber/in (Cilli/Slowenien 1910 - 1991 Altenberg)
Hermann Henselmann, Urheber/in (Roßla 1905 - 1995 Berlin)
Walter Womacka, Urheber/in (1925 - 2010 Berlin)
Roland Korn, Urheber/in (Saalfeld/Saale *1930)
","Alexanderplatz, Einkaufshalle Warenhaus","Berlin, Mitte, Alexanderplatz","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","150648.jpg",12,"03/07/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Hotel Stadt Berlin (Architekt: Kollektiv Roland Korn)
Centrum-Warenhaus (Architekt: Kollektiv Josef Kaiser)
Warenhaus
Brunnen der Völkerfreundschaft (Gestaltung: Walter Womacka)
Wasserbecken
Skulptur 
Passanten
Strukturfassade

N: KB 9/71",1971,"150648.jpg",13561574534,"https://farm8.staticflickr.com/7416/13561574534_909b5a275a_t.jpg","https://farm8.staticflickr.com/7416/13561574534_909b5a275a_m.jpg","https://farm8.staticflickr.com/7416/13561574534_909b5a275a_s.jpg","https://farm8.staticflickr.com/7416/13561574534_909b5a275a.jpg","https://farm8.staticflickr.com/7416/13561574534_68f35ef1c4_o.jpg","okfde",150648,"52.522475","13.411581",25
"Gisela Dutschmann (*1933)","Josef Kaiser, Urheber/in (Cilli/Slowenien 1910 - 1991 Altenberg)
Roland Korn, Urheber/in (Saalfeld/Saale *1930)
 ","Alexanderplatz, Einkaufshalle Warenhaus","Berlin, Mitte, Alexanderplatz","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","150655.jpg",12,"03/07/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Hotel Stadt Berlin (Architekt: Kollektiv Roland Korn)
Centrum-Warenhaus (Architekt: Kollektiv Josef Kaiser)
Warenhaus
Strukturfassade

N: KB 15/71",1971,"150655.jpg",13561211595,"https://farm3.staticflickr.com/2899/13561211595_093a2a7c5d_t.jpg","https://farm3.staticflickr.com/2899/13561211595_093a2a7c5d_m.jpg","https://farm3.staticflickr.com/2899/13561211595_093a2a7c5d_s.jpg","https://farm3.staticflickr.com/2899/13561211595_093a2a7c5d.jpg","https://farm3.staticflickr.com/2899/13561211595_8cd1b648de_o.jpg","okfde",150655,"52.522475","13.411581",25
"Gisela Dutschmann (*1933)","Josef Kaiser, Urheber/in (Cilli/Slowenien 1910 - 1991 Altenberg)
Hermann Henselmann, Urheber/in (Roßla 1905 - 1995 Berlin)
Walter Womacka, Urheber/in (1925 - 2010 Berlin)
Roland Korn, Urheber/in (Saalfeld/Saale *1930)
","Alexanderplatz, Warenhaus, Hotel, Springbrunnen","Berlin, Mitte, Alexanderplatz","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","150672.jpg",12,"03/07/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Hotel Stadt Berlin (Architekt: Kollektiv Roland Korn)
Centrum-Warenhaus (Architekt: Kollektiv Josef Kaiser)
Warenhaus
Brunnen der Völkerfreundschaft (Gestaltung: Walter Womacka)
Wasserbecken
Skulptur 
Passanten
Strukturfassade

N: KB 10/71",1971,"150672.jpg",13561271153,"https://farm4.staticflickr.com/3687/13561271153_dea8315027_t.jpg","https://farm4.staticflickr.com/3687/13561271153_dea8315027_m.jpg","https://farm4.staticflickr.com/3687/13561271153_dea8315027_s.jpg","https://farm4.staticflickr.com/3687/13561271153_dea8315027.jpg","https://farm4.staticflickr.com/3687/13561271153_92fb39ce51_o.jpg","okfde",150672,"52.52241","13.412643",25
"Gisela Dutschmann (*1933)","Hermann Henselmann, Urheber/in (Roßla 1905 - 1995 Berlin)
Josef Kaiser, Urheber/in (Cilli/Slowenien 1910 - 1991 Altenberg)
Roland Korn, Urheber/in (Saalfeld/Saale *1930)
Heinz Mehlan, Urheber/in (Berlin 1926 - 1987 Berlin/DDR)
","Alexanderplatz, Hotel Stadt Berlin","Berlin, Mitte, Alexanderplatz","Schwarzweißfotografie","Berlinische Galerie, Landesmuseum für Moderne Kunst, Fotografie und Architektur
Alte Jakobstraße 124-128
10969 Berlin","150680.jpg",12,"03/07/2005","Übernahme aus Beständen der Magistratsverwaltung für Stadtentwicklung, Wohnen und Verkehr Berlin [Ost] über die Senatsverwaltung für Bau- und Wohnungswesen Berlin","Hochhaus
Hotel Stadt Berlin (Architekt: Kollektiv Roland Korn)
Neubau
Haus der Elektroindustrie (Architekt: Kollektiv Heinz Mehlan)
Haus des Lehrers (Architekt: Kollektiv Hermann Henselmann)
Verwaltungsgebäude
Centrum-Warenhaus (Architekt: Kollektiv Josef Kaiser)
Straßenlaternen
Cafeteria Zillestube

N: 16/71",1971,"150680.jpg",13561199305,"https://farm8.staticflickr.com/7103/13561199305_c49945bd37_t.jpg","https://farm8.staticflickr.com/7103/13561199305_c49945bd37_m.jpg","https://farm8.staticflickr.com/7103/13561199305_c49945bd37_s.jpg","https://farm8.staticflickr.com/7103/13561199305_c49945bd37.jpg","https://farm8.staticflickr.com/7103/13561199305_dab9b1a7bf_o.jpg","okfde",150680,"52.522785","13.412755",50
